,ego,activated,activated alters,timestep,true threshold,bin_var1,var1,var2
1287,8504,1,0,,-1.6322751289720427,1,0.10058186909775667,-1.784542101493177
1288,8509,1,0,,-1.3693831437744732,0,-1.6776630790562432,-0.7444354907474856
1289,8516,1,0,,-0.9569079873630697,0,0.15452283127166785,-1.9546591844623682
1290,8520,1,0,,-9.231526697562304,0,-2.2121795193920497,-2.0465183794822814
1291,8530,1,0,,-0.363680598085255,0,0.0007419598612462582,-1.8751152553376877
1292,8532,1,0,,-1.6276355930224544,0,-0.6040076424690355,-1.362268596546555
1293,8533,1,0,,-2.3671428904428358,0,-2.1769177516395413,-0.3068369373874855
1294,8543,1,0,,-2.8600846105650097,1,-1.9217581854244843,-0.6378851252104127
1295,8547,1,0,,-2.861791662626258,0,-0.9839962213005463,-1.2907001523681818
1296,8557,1,0,,-3.5971296508766675,0,-3.017289221950348,0.15915016818747457
1297,8565,1,0,,-1.2666648777853455,1,-0.04334190064700156,-1.0742735814585123
1298,8568,1,0,,-0.67055754207135,0,-2.1183378314227377,0.5352484633627149
1299,8576,1,0,,-6.179109347642262,1,-1.1779399864521538,-1.8446952989192547
1300,8581,1,0,,-1.7443788984864206,0,-2.3843295662640074,0.27471911507839325
1301,8588,1,0,,-4.447703148369614,1,-2.054436242536264,-0.7700543416193298
1302,8594,1,0,,-2.4470841379355215,1,-1.6266332495659328,-0.6200137787177358
1303,8595,1,0,,-0.5497182593006709,1,-0.17727054297510153,-1.457561792158587
1304,8596,1,0,,-2.6600606588826747,0,-0.869268416883898,-2.0796006316866333
1305,8602,1,0,,-0.7760363285028938,0,-1.024516134115314,-0.6746675702877915
1306,8618,1,0,,-0.6746293977386151,1,-0.07409248027489873,-1.7807824526664662
1307,8626,1,0,,-2.363292302516365,1,-2.684450819628442,0.3564695931140621
1308,8627,1,0,,-0.1579801346133799,0,-1.0041051999560646,-0.5060041050605127
1309,8634,1,0,,-2.863424681421853,1,-1.31536072546115,-0.48210105362049327
1310,8638,1,0,,-1.0088705809469434,1,-1.910054191475051,-0.028143084918601867
1311,8641,1,0,,-4.474677782507133,1,-2.0828707400232904,-0.17609523700472515
1312,8652,1,0,,-4.486099671970747,1,-1.705158794269653,-1.4538791284690857
1313,8656,1,0,,-3.0996563558896515,0,-1.3981202250073654,-0.9758717137850257
1314,8663,1,0,,-6.293471798553724,1,0.05589593084462787,-3.487787747362644
1315,8672,1,0,,-2.1111007231362517,0,-0.06280499617704802,-1.7223667696696774
1316,8674,1,0,,-1.0819194054963637,0,0.0203998207403905,-2.0901192262713586
1317,8678,1,0,,-5.976150505778635,0,-2.8493493776666337,-0.8779562722273686
1318,8679,1,0,,-1.5651134507897606,0,-0.846006439781745,-1.4314950196953715
1319,8682,1,0,,-1.6253987619153867,0,-0.43577030038724485,-1.172635345871022
1320,8683,1,0,,-0.41361092032176583,0,-1.2739618072566592,-0.85016366812852
1321,8698,1,0,,-1.0264452252528347,1,-2.4513390267955266,0.3677831171499406
1322,8700,1,0,,-1.7005570350260522,1,0.22603782938073283,-2.0835740071300988
1323,8701,1,0,,-3.3472264224018824,0,-1.4704286377858733,-1.0750958868003455
1324,8702,1,0,,-0.515117413275248,1,-2.090509848622553,0.2718851764698948
1325,8704,1,0,,-3.0249962312507943,0,-0.933575908277662,-1.4634635707505832
1326,8708,1,0,,-2.8355571143042457,1,-0.6615276422641568,-1.2500038729842609
1327,8714,1,0,,-3.5019270064706345,1,-0.09223852078752298,-1.8126234783650195
1328,8739,1,0,,-3.2649494504405823,1,-2.3663360873956125,-0.2992411426879615
1329,8752,1,0,,-1.410428695912266,0,-2.738983366559808,0.7938991101359363
1330,8759,1,0,,-2.4179872958917805,1,-0.18432918916524083,-2.051641292937219
1331,8778,1,0,,-1.6407690027928852,1,-2.0848132067970018,0.4805998167009475
1332,8781,1,0,,-0.23339592603143577,1,-0.9166378624052188,-0.000593781270426052
1333,8799,1,0,,-2.2008309340635117,0,-1.4025210013973162,-0.7387693016946348
1334,8802,1,0,,-1.0544193376946245,0,-0.3880253987313258,-1.441944137954088
1335,8803,1,0,,-0.5488032152872656,1,-0.9219484358063624,-0.40533952423686775
1336,8807,1,0,,-2.0158793891544997,1,-0.32696105286305294,-1.2353742410908757
1337,8810,1,0,,-2.458311965838284,1,-0.39328015693405083,-1.5194576671761926
1338,8818,1,0,,-1.3806008149620868,0,-1.0747933955132913,-0.7452144724705391
1339,8821,1,0,,-3.8683883619510016,1,-0.43992882087668345,-2.673888641828965
1340,8822,1,0,,-2.7586749919199955,0,-1.5876381990420394,-1.5782677189703813
1341,8829,1,0,,-0.8944153479465944,0,-1.0462505332572747,-0.5865044078169473
1342,8833,1,0,,-1.5677727920007283,1,-1.223661440767977,-0.6043001281639938
1343,8834,1,0,,-2.5764690729877375,0,-1.4055671231013698,-0.911453339505557
1344,8843,1,0,,-3.1743552262198556,0,-2.2428975035455303,-0.5459154451814284
1345,8852,1,0,,-0.49694099728112695,0,-0.5799391360509548,-1.9262659823735495
1346,8854,1,0,,-2.3183929953891926,1,0.06801378921704518,-2.3463415848192533
1347,8857,1,0,,-1.1749297561631464,1,-0.9385190005585502,-1.1002668850356305
1348,8859,1,0,,-4.020989045486113,1,-0.5716556734179027,-2.243710573128721
1349,8861,1,0,,-0.42835896266747464,0,-0.0993178482989521,-1.066776420171356
